phrase	phrase_ipa	oronym	oronym_ipa	distance
the region	ðəɹidʒən	the + rhee + jun	ðəɹidʒən	0.0000
the region	ðəɹidʒən	the + riege + 'n	ðəɹidʒən	0.0000
design that he	dɪzaɪnðæthi	design + that + hee	dɪzaɪnðæthi	0.0000
engineering It	ɛndʒənɪɹɪŋɪt	engineer + ing + it	ɛndʒənɪɹɪŋɪt	0.0000
engineering It	ɛndʒənɪɹɪŋɪt	engineer + ng + it	ɛndʒənɪɹɪŋɪt	0.0000
engineering It	ɛndʒənɪɹɪŋɪt	engine + ear + ing + it	ɛndʒənɪɹɪŋɪt	0.0000
engineering It	ɛndʒənɪɹɪŋɪt	engine + ear + ng + it	ɛndʒənɪɹɪŋɪt	0.0000
renovations attempts have been	ɹɛnəveɪʃənzətɛmpshævbən	renovations + attempts + halfman	ɹɛnəveɪʃənzətɛmpshæfmən	0.0254
renovations attempts have been	ɹɛnəveɪʃənzətɛmpshævbən	renovations + attempts + halfmann	ɹɛnəveɪʃənzətɛmpshæfmən	0.0254
renovations attempts have been	ɹɛnəveɪʃənzətɛmpshævbən	renovations + attempts + havran	ɹɛnəveɪʃənzətɛmpshævɹən	0.0326
renovations attempts have been	ɹɛnəveɪʃənzətɛmpshævbən	renovations + attempts + havron	ɹɛnəveɪʃənzətɛmpshævɹən	0.0326
renovations attempts have been	ɹɛnəveɪʃənzətɛmpshævbən	renovations + attempt + halfman	ɹɛnəveɪʃənzətɛmpthæfmən	0.0399
supported by	səpɔɹtɪdbaɪ	supported + bae	səpɔɹtɪdbaɪ	0.0000
supported by	səpɔɹtɪdbaɪ	supported + bi	səpɔɹtɪdbaɪ	0.0000
supported by	səpɔɹtɪdbaɪ	supported + buy	səpɔɹtɪdbaɪ	0.0000
supported by	səpɔɹtɪdbaɪ	supported + bye	səpɔɹtɪdbaɪ	0.0000
Volleyball Women World	vɑɫibɔɫwɪmənwɝɫd	volleyball + women + whirled	vɑɫibɔɫwɪmənwɝɫd	0.0000
Volleyball Women World	vɑɫibɔɫwɪmənwɝɫd	volley + bawl + women + whirled	vɑɫibɔɫwɪmənwɝɫd	0.0000
Volleyball Women World	vɑɫibɔɫwɪmənwɝɫd	volley + bawl + women + world	vɑɫibɔɫwɪmənwɝɫd	0.0000
Volleyball Women World	vɑɫibɔɫwɪmənwɝɫd	volley + ball + women + whirled	vɑɫibɔɫwɪmənwɝɫd	0.0000
of his posthumous award	əvhɪzpɑstʃʊməsəwɔɹd	of + his + posthumous + aboard	əvhɪzpɑstʃʊməsəbɔɹd	0.0278
of his posthumous award	əvhɪzpɑstʃʊməsəwɔɹd	of + his + posthumous + accord	əvhɪzpɑstʃʊməsəkɔɹd	0.0417
of his posthumous award	əvhɪzpɑstʃʊməsəwɔɹd	of + his + posthumous + acord	əvhɪzpɑstʃʊməsəkɔɹd	0.0417
of his posthumous award	əvhɪzpɑstʃʊməsəwɔɹd	of + his + posthumous + adored	əvhɪzpɑstʃʊməsədɔɹd	0.0417
who attended school in	huətɛndɪdskuɫɪn	hoo + attended + school + in	huətɛndɪdskuɫɪn	0.0000
who attended school in	huətɛndɪdskuɫɪn	hoo + attended + school + in.	huətɛndɪdskuɫɪn	0.0000
who attended school in	huətɛndɪdskuɫɪn	hoo + attended + school + inn	huətɛndɪdskuɫɪn	0.0000
who attended school in	huətɛndɪdskuɫɪn	hoo + attended + schooling	huətɛndɪdskuɫɪŋ	0.0222
who attended school in	huətɛndɪdskuɫɪn	hou + attended + schooling	huətɛndɪdskuɫɪŋ	0.0222
Scottish Albums and UK	skɑtɪʃæɫbəmzəndjukeɪ	scottish + albums + and + u.k.	skɑtɪʃæɫbəmzəndjukeɪ	0.0000
Scottish Albums and UK	skɑtɪʃæɫbəmzəndjukeɪ	scottish + albums + und + u.k.	skɑtɪʃæɫbəmzəndjukeɪ	0.0000
Scottish Albums and UK	skɑtɪʃæɫbəmzəndjukeɪ	scottish + albums + und + uk	skɑtɪʃæɫbəmzəndjukeɪ	0.0000
Scottish Albums and UK	skɑtɪʃæɫbəmzəndjukeɪ	scottish + album's + and + u.k.	skɑtɪʃæɫbəmzəndjukeɪ	0.0000
by the Supreme Court	baɪðəsəpɹimkɔɹt	bae + the + supreme + cort	baɪðəsəpɹimkɔɹt	0.0000
by the Supreme Court	baɪðəsəpɹimkɔɹt	bae + the + supreme + corte	baɪðəsəpɹimkɔɹt	0.0000
by the Supreme Court	baɪðəsəpɹimkɔɹt	bae + the + supreme + court	baɪðəsəpɹimkɔɹt	0.0000
by the Supreme Court	baɪðəsəpɹimkɔɹt	bae + the + supreme + ct	baɪðəsəpɹimkɔɹt	0.0000
by the Supreme Court	baɪðəsəpɹimkɔɹt	bae + the + supreme + kort	baɪðəsəpɹimkɔɹt	0.0000
Piano teacher	piænoʊtitʃɝ	p + anno + teacher	piænoʊtitʃɝ	0.0000
Piano teacher	piænoʊtitʃɝ	p + an + oh + teacher	piænoʊtitʃɝ	0.0000
Piano teacher	piænoʊtitʃɝ	p + an + ohh + teacher	piænoʊtitʃɝ	0.0000
Piano teacher	piænoʊtitʃɝ	p + an + o + teacher	piænoʊtitʃɝ	0.0000
th Flash	tieɪtʃfɫæʃ	th + flasch	tieɪtʃfɫæʃ	0.0000
th Flash	tieɪtʃfɫæʃ	t + h + flasch	tieɪtʃfɫæʃ	0.0000
th Flash	tieɪtʃfɫæʃ	t + h + flash	tieɪtʃfɫæʃ	0.0000
th Flash	tieɪtʃfɫæʃ	t + h. + flasch	tieɪtʃfɫæʃ	0.0000
August El	ɑɡəstɛɫ	aga + stell	ɑɡəstɛɫ	0.0000
August El	ɑɡəstɛɫ	aga + stelle	ɑɡəstɛɫ	0.0000
August El	ɑɡəstɛɫ	august + ehle	ɑɡəstɛɫ	0.0000
August El	ɑɡəstɛɫ	august + ell	ɑɡəstɛɫ	0.0000
time member	taɪmmɛmbɝ	time + bamber	taɪmbæmbɝ	0.0917
in the Catalog	ɪnðəkætəɫɔɡ	in. + the + catalog	ɪnðəkætəɫɔɡ	0.0000
in the Catalog	ɪnðəkætəɫɔɡ	in. + the + catalogue	ɪnðəkætəɫɔɡ	0.0000
in the Catalog	ɪnðəkætəɫɔɡ	in + the + catalogue	ɪnðəkætəɫɔɡ	0.0000
in the Catalog	ɪnðəkætəɫɔɡ	inn + the + catalog	ɪnðəkætəɫɔɡ	0.0000
rather the	ɹəðɝðə	rugh + thur + the	ɹəðɝðə	0.0000
rather the	ɹəðɝðə	ruh + thur + the	ɹəðɝðə	0.0000
rather the	ɹəðɝðə	nother + the	nəðɝðə	0.0556
dual registration to	duɫɹɛdʒɪstɹeɪʃəntu	dule + registration + tew	duɫɹɛdʒɪstɹeɪʃəntu	0.0000
dual registration to	duɫɹɛdʒɪstɹeɪʃəntu	dule + registration + thuy	duɫɹɛdʒɪstɹeɪʃəntu	0.0000
dual registration to	duɫɹɛdʒɪstɹeɪʃəntu	dule + registration + to	duɫɹɛdʒɪstɹeɪʃəntu	0.0000
dual registration to	duɫɹɛdʒɪstɹeɪʃəntu	dule + registration + too	duɫɹɛdʒɪstɹeɪʃəntu	0.0000
dual registration to	duɫɹɛdʒɪstɹeɪʃəntu	dule + registration + tu	duɫɹɛdʒɪstɹeɪʃəntu	0.0000
Sigel November August	sɪɡəɫnoʊvɛmbɝɑɡəst	sigl + november + august	sɪɡəɫnoʊvɛmbɝɑɡəst	0.0000
Sigel November August	sɪɡəɫnoʊvɛmbɝɑɡəst	sigg + uhl + november + august	sɪɡəɫnoʊvɛmbɝɑɡəst	0.0000
sole writer	soʊɫɹaɪtɝ	sol + reiter	soʊɫɹaɪtɝ	0.0000
sole writer	soʊɫɹaɪtɝ	sol + reitter	soʊɫɹaɪtɝ	0.0000
sole writer	soʊɫɹaɪtɝ	sol + righter	soʊɫɹaɪtɝ	0.0000
sole writer	soʊɫɹaɪtɝ	sol + riter	soʊɫɹaɪtɝ	0.0000
sole writer	soʊɫɹaɪtɝ	sol + writer	soʊɫɹaɪtɝ	0.0000
Offenders Act	əfɛndɝzækt	offend + ers + act	əfɛndɝzækt	0.0000
Offenders Act	əfɛndɝzækt	offender + racked	əfɛndɝɹækt	0.0333
Offenders Act	əfɛndɝzækt	offender + sacked	əfɛndɝsækt	0.0333
Offenders Act	əfɛndɝzækt	offender + wracked	əfɛndɝɹækt	0.0333
southern end	səðɝnɛnd	southern + ende	səðɝnɛnd	0.0000
southern end	səðɝnɛnd	southern + aird	səðɝnɛɹd	0.0417
southern end	səðɝnɛnd	southern + aired	səðɝnɛɹd	0.0417
various comics publishing	vɛɹiəskɑmɪkspəbɫɪʃɪŋ	various + comics + publish + ing	vɛɹiəskɑmɪkspəbɫɪʃɪŋ	0.0000
various comics publishing	vɛɹiəskɑmɪkspəbɫɪʃɪŋ	various + comics + publish + ng	vɛɹiəskɑmɪkspəbɫɪʃɪŋ	0.0000
various comics publishing	vɛɹiəskɑmɪkspəbɫɪʃɪŋ	various + ka + mix + publishing	vɛɹiəskɑmɪkspəbɫɪʃɪŋ	0.0000
justice including the oppression	dʒəstəsɪnkɫudɪŋðəəpɹɛʃən	justice + including + the + aggression	dʒəstəsɪnkɫudɪŋðəəɡɹɛʃən	0.0326
justice including the oppression	dʒəstəsɪnkɫudɪŋðəəpɹɛʃən	justice + including + the + attrition	dʒəstəsɪnkɫudɪŋðəətɹɪʃən	0.0391
justice including the oppression	dʒəstəsɪnkɫudɪŋðəəpɹɛʃən	justice + including + the + obsession	dʒəstəsɪnkɫudɪŋðəəbsɛʃən	0.0435
Osborn and Hollie	ɔzbɔɹnəndhɑɫi	osborn + und + holley	ɔzbɔɹnəndhɑɫi	0.0000
Osborn and Hollie	ɔzbɔɹnəndhɑɫi	osborn + und + hollie	ɔzbɔɹnəndhɑɫi	0.0000
Osborn and Hollie	ɔzbɔɹnəndhɑɫi	osborn + und + holly	ɔzbɔɹnəndhɑɫi	0.0000
Osborn and Hollie	ɔzbɔɹnəndhɑɫi	osborn + und + wholey	ɔzbɔɹnəndhɑɫi	0.0000
Osborn and Hollie	ɔzbɔɹnəndhɑɫi	osborne + und + holley	ɔzbɔɹnəndhɑɫi	0.0000
of designers Richard	əvdɪzaɪnɝzɹɪtʃɝd	of + designers' + richard	əvdɪzaɪnɝzɹɪtʃɝd	0.0000
of designers Richard	əvdɪzaɪnɝzɹɪtʃɝd	of + designers' + richerd	əvdɪzaɪnɝzɹɪtʃɝd	0.0000
of designers Richard	əvdɪzaɪnɝzɹɪtʃɝd	of + designers + richerd	əvdɪzaɪnɝzɹɪtʃɝd	0.0000
of designers Richard	əvdɪzaɪnɝzɹɪtʃɝd	of + designer's + richard	əvdɪzaɪnɝzɹɪtʃɝd	0.0000
school student who	skuɫstudənthu	school + student + hoo	skuɫstudənthu	0.0000
school student who	skuɫstudənthu	school + student + hou	skuɫstudənthu	0.0000
school student who	skuɫstudənthu	school + student + houx	skuɫstudənthu	0.0000
school student who	skuɫstudənthu	school + student + hu	skuɫstudənthu	0.0000
Garstin Norman Garstin	ɡɑɹstənnɔɹmənɡɑɹstən	garstin + norman + garston	ɡɑɹstənnɔɹmənɡɑɹstən	0.0000
Garstin Norman Garstin	ɡɑɹstənnɔɹmənɡɑɹstən	garstin + knorr + munn + garstin	ɡɑɹstənnɔɹmənɡɑɹstən	0.0000
Garstin Norman Garstin	ɡɑɹstənnɔɹmənɡɑɹstən	garstin + knorr + munn + garston	ɡɑɹstənnɔɹmənɡɑɹstən	0.0000
Garstin Norman Garstin	ɡɑɹstənnɔɹmənɡɑɹstən	garstin + norm + 'n + garstin	ɡɑɹstənnɔɹmənɡɑɹstən	0.0000
Colorado March	kɑɫɝædoʊmɑɹtʃ	collor + ad + oh + march	kɑɫɝædoʊmɑɹtʃ	0.0000
Colorado March	kɑɫɝædoʊmɑɹtʃ	collor + ad + ohh + march	kɑɫɝædoʊmɑɹtʃ	0.0000
Colorado March	kɑɫɝædoʊmɑɹtʃ	collor + ad + o + march	kɑɫɝædoʊmɑɹtʃ	0.0000
Colorado March	kɑɫɝædoʊmɑɹtʃ	collor + ad + oehme + arch	kɑɫɝædoʊmɑɹtʃ	0.0000
in th	ɪntieɪtʃ	inn + th	ɪntieɪtʃ	0.0000
in th	ɪntieɪtʃ	in. + th	ɪntieɪtʃ	0.0000
in th	ɪntieɪtʃ	inti + h	ɪntieɪtʃ	0.0000
in th	ɪntieɪtʃ	inti + h.	ɪntieɪtʃ	0.0000
which flows into	hwɪtʃfɫoʊzɪntu	which + flo + zinn + tew	hwɪtʃfɫoʊzɪntu	0.0000
which flows into	hwɪtʃfɫoʊzɪntu	which + flo + zinn + thuy	hwɪtʃfɫoʊzɪntu	0.0000
which flows into	hwɪtʃfɫoʊzɪntu	which + flo + zinn + to	hwɪtʃfɫoʊzɪntu	0.0000
which flows into	hwɪtʃfɫoʊzɪntu	which + flo + zinn + too	hwɪtʃfɫoʊzɪntu	0.0000
serving as fishery	sɝvɪŋæzfɪʃɝi	serve + ng + as + fishery	sɝvɪŋæzfɪʃɝi	0.0000
serving as fishery	sɝvɪŋæzfɪʃɝi	serv + ing + as + fishery	sɝvɪŋæzfɪʃɝi	0.0000
serving as fishery	sɝvɪŋæzfɪʃɝi	serv + ng + as + fishery	sɝvɪŋæzfɪʃɝi	0.0000
serving as fishery	sɝvɪŋæzfɪʃɝi	serve + ing + as + fishery	sɝvɪŋæzfɪʃɝi	0.0000
Thailand national football	taɪɫændnæʃnəɫfʊtbɔɫ	thailand + national + foot + ball	taɪɫændnæʃnəɫfʊtbɔɫ	0.0000
Thailand national football	taɪɫændnæʃnəɫfʊtbɔɫ	thailand + national + foot + bawl	taɪɫændnæʃnəɫfʊtbɔɫ	0.0000
Thailand national football	taɪɫændnæʃnəɫfʊtbɔɫ	thai + land + national + football	taɪɫændnæʃnəɫfʊtbɔɫ	0.0000
Thailand national football	taɪɫændnæʃnəɫfʊtbɔɫ	thailand + national + foote + ball	taɪɫændnæʃnəɫfʊtbɔɫ	0.0000
refer to several churches	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	refer + tew + several + churches	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	0.0000
refer to several churches	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	refer + tew + several + churches'	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	0.0000
refer to several churches	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	refer + tue + several + churches	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	0.0000
refer to several churches	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	refer + tue + several + churches'	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	0.0000
refer to several churches	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	refer + too + several + churches	ɹɪfɝtusɛvɹəɫtʃɝtʃɪz	0.0000
National Education	næʃnəɫɛdʒjukeɪʃən	national + edge + uk + shun	næʃnəɫɛdʒjukeɪʃən	0.0000
National Education	næʃnəɫɛdʒjukeɪʃən	national + edge + u.k. + shun	næʃnəɫɛdʒjukeɪʃən	0.0000
bedrooms were in use	bɛdɹumzwɝɪnjus	bedrooms + were + in. + use	bɛdɹumzwɝɪnjus	0.0000
bedrooms were in use	bɛdɹumzwɝɪnjus	bedrooms + were + in. + yous	bɛdɹumzwɝɪnjus	0.0000
bedrooms were in use	bɛdɹumzwɝɪnjus	bedrooms + were + inn + use	bɛdɹumzwɝɪnjus	0.0000
bedrooms were in use	bɛdɹumzwɝɪnjus	bedrooms + were + inn + yous	bɛdɹumzwɝɪnjus	0.0000
bedrooms were in use	bɛdɹumzwɝɪnjus	bedrooms + we're + inn + use	bɛdɹumzwɝɪnjus	0.0000
represented the Tuskegee Normal	ɹɛpɹɪzɛntɪdðətəskiɡinɔɹməɫ	represented + the + tuskegee + nordell	ɹɛpɹɪzɛntɪdðətəskiɡinɔɹdəɫ	0.0288
represented the Tuskegee Normal	ɹɛpɹɪzɛntɪdðətəskiɡinɔɹməɫ	represented + the + tuskegee + dohrman	ɹɛpɹɪzɛntɪdðətəskiɡidɔɹmən	0.0321
represented the Tuskegee Normal	ɹɛpɹɪzɛntɪdðətəskiɡinɔɹməɫ	represented + the + tuskegee + dohrmann	ɹɛpɹɪzɛntɪdðətəskiɡidɔɹmən	0.0321
represented the Tuskegee Normal	ɹɛpɹɪzɛntɪdðətəskiɡinɔɹməɫ	represented + the + tuskegee + dorman	ɹɛpɹɪzɛntɪdðətəskiɡidɔɹmən	0.0321
States won	steɪtswɑn	state + swan	steɪtswɑn	0.0000
States won	steɪtswɑn	state + swann	steɪtswɑn	0.0000
States won	steɪtswɑn	states + wan	steɪtswɑn	0.0000
States won	steɪtswɑn	states + wann	steɪtswɑn	0.0000
two albums for Columbia	tuæɫbəmzfɹɝkəɫəmbiə	tew + album's + for + colombia	tuæɫbəmzfɹɝkəɫəmbiə	0.0000
two albums for Columbia	tuæɫbəmzfɹɝkəɫəmbiə	tew + album's + for + columbia	tuæɫbəmzfɹɝkəɫəmbiə	0.0000
two albums for Columbia	tuæɫbəmzfɹɝkəɫəmbiə	thuy + album's + for + colombia	tuæɫbəmzfɹɝkəɫəmbiə	0.0000
two albums for Columbia	tuæɫbəmzfɹɝkəɫəmbiə	thuy + album's + for + columbia	tuæɫbəmzfɹɝkəɫəmbiə	0.0000
two albums for Columbia	tuæɫbəmzfɹɝkəɫəmbiə	tew + albums + for + colombia	tuæɫbəmzfɹɝkəɫəmbiə	0.0000
that began	ðætbɪɡæn	that + big + ahn	ðætbɪɡæn	0.0000
that began	ðætbɪɡæn	that + big + an	ðætbɪɡæn	0.0000
that began	ðætbɪɡæn	that + big + ane	ðætbɪɡæn	0.0000
that began	ðætbɪɡæn	that + big + ann	ðætbɪɡæn	0.0000
armies received the	ɑɹmizɹəsivdðə	armey's + received + the	ɑɹmizɹəsivdðə	0.0000
of Colgate	əvkoʊɫɡeɪt	of + coal + gait	əvkoʊɫɡeɪt	0.0000
of Colgate	əvkoʊɫɡeɪt	of + coal + gate	əvkoʊɫɡeɪt	0.0000
of Colgate	əvkoʊɫɡeɪt	of + cole + gait	əvkoʊɫɡeɪt	0.0000
of Colgate	əvkoʊɫɡeɪt	of + cole + gate	əvkoʊɫɡeɪt	0.0000
the members	ðəmɛmbɝz	the + member's	ðəmɛmbɝz	0.0000
the members	ðəmɛmbɝz	the + members'	ðəmɛmbɝz	0.0000
in March during the	ɪnmɑɹtʃdjʊɹɪŋðə	in + march + curing + the	ɪnmɑɹtʃkjʊɹɪŋðə	0.0476
in March during the	ɪnmɑɹtʃdjʊɹɪŋðə	in + march + buehring + the	ɪnmɑɹtʃbjuɹɪŋðə	0.0536
in March during the	ɪnmɑɹtʃdjʊɹɪŋðə	in + march + duling + the	ɪnmɑɹtʃdjuɫɪŋðə	0.0536
in March during the	ɪnmɑɹtʃdjʊɹɪŋðə	in + march + durene + the	ɪnmɑɹtʃdjuɹinðə	0.0595
DVD version	dividivɝʒən	divi + d + version	dividivɝʒən	0.0000
DVD version	dividivɝʒən	divi + d. + version	dividivɝʒən	0.0000
DVD version	dividivɝʒən	dea + v + dea + version	dividivɝʒən	0.0000
DVD version	dividivɝʒən	dea + vee + dee + version	dividivɝʒən	0.0000
only empowered to	oʊnɫiɪmpaʊɝdtu	oanh + leigh + empowered + tew	oʊnɫiɪmpaʊɝdtu	0.0000
only empowered to	oʊnɫiɪmpaʊɝdtu	oanh + leigh + empowered + thuy	oʊnɫiɪmpaʊɝdtu	0.0000
only empowered to	oʊnɫiɪmpaʊɝdtu	oanh + leigh + empowered + to	oʊnɫiɪmpaʊɝdtu	0.0000
only empowered to	oʊnɫiɪmpaʊɝdtu	oanh + leigh + empowered + too	oʊnɫiɪmpaʊɝdtu	0.0000
only empowered to	oʊnɫiɪmpaʊɝdtu	oanh + leigh + empowered + tu	oʊnɫiɪmpaʊɝdtu	0.0000
depicting the successive phases	dɪpɪktɪŋðəsəksɛsɪvfeɪzəz	depicting + the + successive + faces	dɪpɪktɪŋðəsəksɛsɪvfeɪsəz	0.0139
depicting the successive phases	dɪpɪktɪŋðəsəksɛsɪvfeɪzəz	depicting + the + successive + faison	dɪpɪktɪŋðəsəksɛsɪvfeɪzən	0.0139
depicting the successive phases	dɪpɪktɪŋðəsəksɛsɪvfeɪzəz	depicting + the + successive + faisal	dɪpɪktɪŋðəsəksɛsɪvfeɪzəɫ	0.0208
depicting the successive phases	dɪpɪktɪŋðəsəksɛsɪvfeɪzəz	depicting + the + successive + faden	dɪpɪktɪŋðəsəksɛsɪvfeɪdən	0.0278
been regarded as the	bənɹɪɡɑɹdɪdæzðə	bunn + regarded + as + the	bənɹɪɡɑɹdɪdæzðə	0.0000
liable to sanction for	ɫaɪəbəɫtusæŋkʃənfɹɝ	liable + tu + sanction + for	ɫaɪəbəɫtusæŋkʃənfɹɝ	0.0000
liable to sanction for	ɫaɪəbəɫtusæŋkʃənfɹɝ	liable + two + sanction + for	ɫaɪəbəɫtusæŋkʃənfɹɝ	0.0000
liable to sanction for	ɫaɪəbəɫtusæŋkʃənfɹɝ	liable + tue + sanction + for	ɫaɪəbəɫtusæŋkʃənfɹɝ	0.0000
liable to sanction for	ɫaɪəbəɫtusæŋkʃənfɹɝ	liable + tew + sanction + for	ɫaɪəbəɫtusæŋkʃənfɹɝ	0.0000
test Junker test is	tɛstdʒəŋkɝtɛstɪz	test + junker + tess + 'tis	tɛstdʒəŋkɝtɛstɪz	0.0000
test Junker test is	tɛstdʒəŋkɝtɛstɪz	test + junker + tess + tis	tɛstdʒəŋkɝtɛstɪz	0.0000
test Junker test is	tɛstdʒəŋkɝtɛstɪz	test + junge + kuhrt + estes	tɛstdʒəŋkɝtɛstiz	0.0167
test Junker test is	tɛstdʒəŋkɝtɛstɪz	test + junge + curt + estes	tɛstdʒəŋkɝtɛstiz	0.0167
was Premier of	wɑzpɹɛmɪɹəv	was + premiere + of	wɑzpɹɛmɪɹəv	0.0000
was Premier of	wɑzpɹɛmɪɹəv	wah's + premier + of	wɑzpɹɛmɪɹəv	0.0000
was Premier of	wɑzpɹɛmɪɹəv	waas + premier + of	wɑzpɹɛmɪɹəv	0.0000
was Premier of	wɑzpɹɛmɪɹəv	waas + premiere + of	wɑzpɹɛmɪɹəv	0.0000
was Premier of	wɑzpɹɛmɪɹəv	wah's + premiere + of	wɑzpɹɛmɪɹəv	0.0000
Schulz and Bill	ʃʊɫtsəndbɪɫ	schulze + und + bihl	ʃʊɫtsəndbɪɫ	0.0000
Schulz and Bill	ʃʊɫtsəndbɪɫ	schulze + und + bil	ʃʊɫtsəndbɪɫ	0.0000
Schulz and Bill	ʃʊɫtsəndbɪɫ	schulze + und + bill	ʃʊɫtsəndbɪɫ	0.0000
Schulz and Bill	ʃʊɫtsəndbɪɫ	schulz + und + bihl	ʃʊɫtsəndbɪɫ	0.0000
Schulz and Bill	ʃʊɫtsəndbɪɫ	schulz + und + bil	ʃʊɫtsəndbɪɫ	0.0000
and saints alive	əndseɪntsəɫaɪv	and + saints' + alive	əndseɪntsəɫaɪv	0.0000
and saints alive	əndseɪntsəɫaɪv	and + saint's + alive	əndseɪntsəɫaɪv	0.0000
and saints alive	əndseɪntsəɫaɪv	and + saint + suh + live	əndseɪntsəɫaɪv	0.0000
and saints alive	əndseɪntsəɫaɪv	and + saint + sul + i've	əndseɪntsəɫaɪv	0.0000
of the Jacobite Rising	əvðədʒækəbaɪtɹaɪzɪŋ	of + the + jacobite + reising	əvðədʒækəbaɪtɹaɪsɪŋ	0.0208
of the Jacobite Rising	əvðədʒækəbaɪtɹaɪzɪŋ	of + the + jacobite + riding	əvðədʒækəbaɪtɹaɪdɪŋ	0.0208
of the Jacobite Rising	əvðədʒækəbaɪtɹaɪzɪŋ	of + the + jacobite + risin	əvðədʒækəbaɪtɹaɪzɪn	0.0208
of the Jacobite Rising	əvðədʒækəbaɪtɹaɪzɪŋ	of + the + jacobite + reiling	əvðədʒækəbaɪtɹaɪɫɪŋ	0.0312
their aesthetics performance and	ðɛɹɛsθɛtɪkspɝfɔɹmənsənd	their + aesthetics + performance + und	ðɛɹɛsθɛtɪkspɝfɔɹmənsənd	0.0000
their aesthetics performance and	ðɛɹɛsθɛtɪkspɝfɔɹmənsənd	their + aesthetics + perform + unturned	ðɛɹɛsθɛtɪkspɝfɔɹməntɝnd	0.0319
their aesthetics performance and	ðɛɹɛsθɛtɪkspɝfɔɹmənsənd	their + aesthetics + perform + unland	ðɛɹɛsθɛtɪkspɝfɔɹmənɫənd	0.0326
Washington based	wɔʃɪŋtənbeɪst	washington + baste	wɔʃɪŋtənbeɪst	0.0000
Washington based	wɔʃɪŋtənbeɪst	waugh + shing + ton + based	wɔʃɪŋtənbeɪst	0.0000
Washington based	wɔʃɪŋtənbeɪst	waugh + shing + ton + baste	wɔʃɪŋtənbeɪst	0.0000
Washington based	wɔʃɪŋtənbeɪst	waugh + shing + tonne + based	wɔʃɪŋtənbeɪst	0.0000
Hans Vonk Afrikaans pronunciation	hɑnsvɑŋkæfɹəkɑnzpɹoʊnənsieɪʃən	honse + vonk + afrikaans + pronunciation	hɑnsvɑŋkæfɹəkɑnzpɹoʊnənsieɪʃən	0.0000
in the West	ɪnðəwɛst	in. + the + west	ɪnðəwɛst	0.0000
in the West	ɪnðəwɛst	inn + the + west	ɪnðəwɛst	0.0000
in the West	ɪnðəwɛst	in + the + best	ɪnðəbɛst	0.0625
in the West	ɪnðəwɛst	in + the + beste	ɪnðəbɛst	0.0625
November September known as	noʊvɛmbɝsɛptɛmbɝnoʊnæz	november + september + noses	noʊvɛmbɝsɛptɛmbɝnoʊzɪz	0.0333
November September known as	noʊvɛmbɝsɛptɛmbɝnoʊnæz	november + september + monad	noʊvɛmbɝsɛptɛmbɝmoʊnæd	0.0379
November September known as	noʊvɛmbɝsɛptɛmbɝnoʊnæz	november + september + nomad	noʊvɛmbɝsɛptɛmbɝnoʊmæd	0.0379
crash that left	kɹæʃðætɫɛft	crash + that + leff's	kɹæʃðætɫɛfs	0.0303
crash that left	kɹæʃðætɫɛft	crash + that + laughed	kɹæʃðætɫæft	0.0364
crash that left	kɹæʃðætɫɛft	clash + that + left	kɫæʃðætɫɛft	0.0455
crash that left	kɹæʃðætɫɛft	crash + that + deft	kɹæʃðætdɛft	0.0455
which premiered on	hwɪtʃpɹɛmɪɹdɔn	which + premiered + aune	hwɪtʃpɹɛmɪɹdɔn	0.0000
which premiered on	hwɪtʃpɹɛmɪɹdɔn	which + premier + daun	hwɪtʃpɹɛmɪɹdɔn	0.0000
which premiered on	hwɪtʃpɹɛmɪɹdɔn	which + premier + dawn	hwɪtʃpɹɛmɪɹdɔn	0.0000
which premiered on	hwɪtʃpɹɛmɪɹdɔn	which + premiere + daun	hwɪtʃpɹɛmɪɹdɔn	0.0000
leaves creamy	ɫivzkɹimi	leaves + crimi	ɫivzkɹimi	0.0000
leaves creamy	ɫivzkɹimi	leaves + crea + me	ɫivzkɹimi	0.0000
leaves creamy	ɫivzkɹimi	leaves + crea + mea	ɫivzkɹimi	0.0000
leaves creamy	ɫivzkɹimi	leaves + crea + mee	ɫivzkɹimi	0.0000
Norwegian from	nɔɹwidʒənfɹəm	norwegian + frum	nɔɹwidʒənfɹəm	0.0000
Norwegian from	nɔɹwidʒənfɹəm	nohr + wege + 'n + from	nɔɹwidʒənfɹəm	0.0000
Norwegian from	nɔɹwidʒənfɹəm	nohr + wege + 'n + frum	nɔɹwidʒənfɹəm	0.0000
Norwegian from	nɔɹwidʒənfɹəm	nohr + wiehe + jun + from	nɔɹwidʒənfɹəm	0.0000
recipient and air force	ɹəsɪpiəntəndɛɹfɔɹs	recipient + und + air-force	ɹəsɪpiəntəndɛɹfɔɹs	0.0000
